sample_id,true_serotype,true_serogroup,dataset,benchmark
NONCBL#SRR26878702,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667621,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833720,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910691,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3723415,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR956279,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR9796510,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930755,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090965,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065783,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680702,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1191960,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453799,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR870271,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1214581,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR632955,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365490,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365904,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366022,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26883904,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931404,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365976,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26715005,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2681291,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26715040,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913471,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3227797,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1788445,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796895,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366007,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR870063,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364807,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26818710,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680740,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202528,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR862390,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797817,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR632968,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749292,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913287,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789338,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594278,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR876773,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065797,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877822,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714240,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364445,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742825,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714631,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789870,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR8481636,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26817918,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202125,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453400,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR505708,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR925070,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833730,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910900,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2213089,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR8481729,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884512,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365042,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673389,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26817812,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730775,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1288870,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878628,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365718,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680716,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090870,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202312,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714926,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853686,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR4289084,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453678,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365138,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26715010,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749415,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366072,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931726,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR14654055,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR980329,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202595,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089603,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1422455,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26790153,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR490793,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR884331,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3270797,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1422405,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879829,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834519,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366174,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1658127,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1192121,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714473,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR5262737,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789316,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884745,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853605,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594183,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR316745,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797125,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065326,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884163,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13375107,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730747,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730462,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065785,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR870017,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909229,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853642,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931835,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797919,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR997489,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364919,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364389,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730870,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742659,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796763,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879836,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR633061,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366041,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1191832,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366167,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374631,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR505776,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909087,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090226,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1439528,22F,22,Testing,UK benchmark
ERR1440475,20,20,Testing,UK benchmark
ERR1439960,15A,15,Testing,UK benchmark
ERR1440633,15A,15,Testing,UK benchmark
ERR1439539,14,14,Testing,UK benchmark
ERR1440248,20,20,Testing,UK benchmark
ERR1439319,15A,15,Testing,UK benchmark
ERR1438903,19A,19,Testing,UK benchmark
ERR1439481,8,8,Testing,UK benchmark
ERR1439253,23F,23,Testing,UK benchmark
ERR1440441,35B,35,Testing,UK benchmark
ERR1440678,5,5,Testing,UK benchmark
ERR1439727,5,5,Testing,UK benchmark
ERR1439737,19A,19,Testing,UK benchmark
ERR1440606,9V,9,Testing,UK benchmark
ERR1440172,24F,24,Testing,UK benchmark
ERR1439738,1,1,Testing,UK benchmark
ERR1439482,22F,22,Testing,UK benchmark
ERR1439455,4,4,Testing,UK benchmark
ERR1440178,9N,9,Testing,UK benchmark
ERR1439252,19A,19,Testing,UK benchmark
ERR1439047,15A,15,Testing,UK benchmark
ERR1438870,3,3,Testing,UK benchmark
ERR1439262,24B,24,Testing,UK benchmark
ERR1439736,34,34,Testing,UK benchmark
ERR1439364,15B,15,Testing,UK benchmark
ERR1439584,9V,9,Testing,UK benchmark
ERR1440255,12F,12,Testing,UK benchmark
ERR1439668,19A,19,Testing,UK benchmark
ERR1439961,1,1,Testing,UK benchmark
ERR1439274,35B,35,Testing,UK benchmark
ERR1438833,19A,19,Testing,UK benchmark
ERR1439133,19A,19,Testing,UK benchmark
ERR1439102,15A,15,Testing,UK benchmark
ERR1439170,15A,15,Testing,UK benchmark
ERR1439073,19A,19,Testing,UK benchmark
ERR1439150,15A,15,Testing,UK benchmark
ERR1439777,9N,9,Testing,UK benchmark
ERR1439378,24F,24,Testing,UK benchmark
ERR1439913,24F,24,Testing,UK benchmark
ERR1440413,35F,35,Testing,UK benchmark
ERR1440150,10A,10,Testing,UK benchmark
ERR1439742,19A,19,Testing,UK benchmark
ERR1440146,23B,23,Testing,UK benchmark
ERR1439379,15A,15,Testing,UK benchmark
ERR1439896,10A,10,Testing,UK benchmark
ERR1439144,19A,19,Testing,UK benchmark
ERR1440334,31,31,Testing,UK benchmark
ERR1440392,31,31,Testing,UK benchmark
ERR1440272,8,8,Testing,UK benchmark
ERR1440600,18C,18,Testing,UK benchmark
ERR1439000,35B,35,Testing,UK benchmark
ERR1438816,28A,28,Testing,UK benchmark
ERR1439911,10A,10,Testing,UK benchmark
ERR1439769,19A,19,Testing,UK benchmark
ERR1440480,21,21,Testing,UK benchmark
ERR1438807,24F,24,Testing,UK benchmark
ERR1439166,19A,19,Testing,UK benchmark
ERR1439243,19F,19,Testing,UK benchmark
ERR1438876,9N,9,Testing,UK benchmark
ERR1439764,7C,7,Testing,UK benchmark
ERR1439510,19F,19,Testing,UK benchmark
ERR1440093,20,20,Testing,UK benchmark
ERR1439935,10A,10,Testing,UK benchmark
ERR1438797,48,48,Testing,UK benchmark
ERR1440420,23A,23,Testing,UK benchmark
ERR1440064,20,20,Testing,UK benchmark
ERR1440294,9V,9,Testing,UK benchmark
ERR1440350,21,21,Testing,UK benchmark
ERR1439981,12F,12,Testing,UK benchmark
ERR1439734,19A,19,Testing,UK benchmark
ERR1440574,12F,12,Testing,UK benchmark
ERR1439220,15A,15,Testing,UK benchmark
ERR1439541,4,4,Testing,UK benchmark
ERR1440511,17F,17,Testing,UK benchmark
ERR1438810,31,31,Testing,UK benchmark
ERR1440537,33F,33,Testing,UK benchmark
ERR1439660,19A,19,Testing,UK benchmark
ERR1440095,7B,7,Testing,UK benchmark
ERR1440067,8,8,Testing,UK benchmark
ERR1439523,15A,15,Testing,UK benchmark
ERR1439990,3,3,Testing,UK benchmark
ERR1439797,6B,6,Testing,UK benchmark
ERR1439633,19A,19,Testing,UK benchmark
ERR1440144,3,3,Testing,UK benchmark
ERR1439789,6B,6,Testing,UK benchmark
ERR1440132,22F,22,Testing,UK benchmark
ERR1439169,24F,24,Testing,UK benchmark
ERR1440207,17F,17,Testing,UK benchmark
ERR1439551,15A,15,Testing,UK benchmark
ERR1439424,9N,9,Testing,UK benchmark
ERR1440169,15A,15,Testing,UK benchmark
ERR1439743,1,1,Testing,UK benchmark
ERR1439820,17F,17,Testing,UK benchmark
ERR1440589,6D,6,Testing,UK benchmark
ERR1439325,15A,15,Testing,UK benchmark
ERR1440500,35B,35,Testing,UK benchmark
ERR1440102,9N,9,Testing,UK benchmark
ERR1439587,14,14,Testing,UK benchmark
ERR1438938,7F,7,Testing,UK benchmark
ERR1439975,8,8,Testing,UK benchmark
ERR1438933,19A,19,Testing,UK benchmark
ERR1440399,11A,11,Testing,UK benchmark
ERR1438853,35F,35,Testing,UK benchmark
ERR1440008,15A,15,Testing,UK benchmark
ERR1439416,13,13,Testing,UK benchmark
ERR1439456,12F,12,Testing,UK benchmark
ERR1440373,10A,10,Testing,UK benchmark
ERR1440194,4,4,Testing,UK benchmark
ERR1438857,9V,9,Testing,UK benchmark
ERR1439550,12F,12,Testing,UK benchmark
ERR1439036,19F,19,Testing,UK benchmark
ERR1439602,37,37,Testing,UK benchmark
ERR1439300,14,14,Testing,UK benchmark
ERR1438949,19A,19,Testing,UK benchmark
ERR1438886,19A,19,Testing,UK benchmark
ERR1440292,33F,33,Testing,UK benchmark
ERR1439477,22F,22,Testing,UK benchmark
ERR1440456,10A,10,Testing,UK benchmark
ERR1440510,33F,33,Testing,UK benchmark
ERR1439053,15A,15,Testing,UK benchmark
ERR1439881,20,20,Testing,UK benchmark
ERR1439861,6B,6,Testing,UK benchmark
ERR1440590,20,20,Testing,UK benchmark
ERR1439240,15A,15,Testing,UK benchmark
ERR1439212,18C,18,Testing,UK benchmark
ERR1440022,8,8,Testing,UK benchmark
ERR1440472,11A,11,Testing,UK benchmark
ERR1439723,19A,19,Testing,UK benchmark
ERR1439346,35B,35,Testing,UK benchmark
ERR1439173,6A,6,Testing,UK benchmark
ERR1440504,35F,35,Testing,UK benchmark
ERR1439159,9V,9,Testing,UK benchmark
ERR1439468,15A,15,Testing,UK benchmark
ERR1440202,20,20,Testing,UK benchmark
ERR1440347,19F,19,Testing,UK benchmark
ERR1439761,18C,18,Testing,UK benchmark
ERR1439153,19A,19,Testing,UK benchmark
ERR1438894,33F,33,Testing,UK benchmark
ERR1440268,6A,6,Testing,UK benchmark
ERR1439405,33F,33,Testing,UK benchmark
ERR1439231,15B,15,Testing,UK benchmark
ERR1438843,3,3,Testing,UK benchmark
ERR1438891,9N,9,Testing,UK benchmark
ERR1439703,19A,19,Testing,UK benchmark
ERR1439264,15A,15,Testing,UK benchmark
ERR1440152,19F,19,Testing,UK benchmark
ERR1440138,11A,11,Testing,UK benchmark
ERR1438974,19A,19,Testing,UK benchmark
ERR1439819,17F,17,Testing,UK benchmark
ERR1438890,12F,12,Testing,UK benchmark
ERR1440649,4,4,Testing,UK benchmark
ERR1438923,15C,15,Testing,UK benchmark
ERR1440402,10A,10,Testing,UK benchmark
ERR1440212,19A,19,Testing,UK benchmark
ERR1439809,23B,23,Testing,UK benchmark
ERR1439008,19A,19,Testing,UK benchmark
ERR1439422,4,4,Testing,UK benchmark
ERR1439916,12F,12,Testing,UK benchmark
ERR1439760,1,1,Testing,UK benchmark
ERR1439126,19A,19,Testing,UK benchmark
ERR1440297,33F,33,Testing,UK benchmark
ERR1440366,13,13,Testing,UK benchmark
ERR1438866,39,39,Testing,UK benchmark
ERR1439303,15A,15,Testing,UK benchmark
ERR1440604,5,5,Testing,UK benchmark
ERR1439502,3,3,Testing,UK benchmark
ERR1438897,15A,15,Testing,UK benchmark
ERR1439690,14,14,Testing,UK benchmark
ERR1440055,11A,11,Testing,UK benchmark
ERR1440029,17F,17,Testing,UK benchmark
ERR1439768,6A,6,Testing,UK benchmark
ERR1439569,12F,12,Testing,UK benchmark
ERR1439107,34,34,Testing,UK benchmark
ERR1439914,3,3,Testing,UK benchmark
ERR1439567,4,4,Testing,UK benchmark
ERR1439659,18C,18,Testing,UK benchmark
ERR1440226,7F,7,Testing,UK benchmark
ERR1439489,20,20,Testing,UK benchmark
ERR1439338,15A,15,Testing,UK benchmark
ERR1440575,24F,24,Testing,UK benchmark
ERR1439092,7F,7,Testing,UK benchmark
ERR1439735,19A,19,Testing,UK benchmark
ERR1440195,6B,6,Testing,UK benchmark
ERR1440564,11A,11,Testing,UK benchmark
ERR1439851,23F,23,Testing,UK benchmark
ERR1440182,16F,16,Testing,UK benchmark
ERR1439656,19A,19,Testing,UK benchmark
ERR1440066,33F,33,Testing,UK benchmark
ERR1439826,1,1,Testing,UK benchmark
ERR1439028,35B,35,Testing,UK benchmark
ERR1439995,19A,19,Testing,UK benchmark
ERR1439419,19F,19,Testing,UK benchmark
ERR1440089,8,8,Testing,UK benchmark
ERR1439724,15B/C,15,Testing,UK benchmark
ERR1439802,1,1,Testing,UK benchmark
ERR1438798,48,48,Testing,UK benchmark
ERR1440623,18C,18,Testing,UK benchmark
ERR1438976,18B,18,Testing,UK benchmark
ERR1440163,23B,23,Testing,UK benchmark
ERR1440380,35F,35,Testing,UK benchmark
ERR1440069,23B,23,Testing,UK benchmark
ERR1439145,19A,19,Testing,UK benchmark
ERR1439050,19A,19,Testing,UK benchmark
ERR1439993,15A,15,Testing,UK benchmark
ERR1439072,19A,19,Testing,UK benchmark
ERR1439386,6B,6,Testing,UK benchmark
ERR1440553,12F,12,Testing,UK benchmark
ERR1440388,10A,10,Testing,UK benchmark
ERR1440411,23A,23,Testing,UK benchmark
ERR1439609,12F,12,Testing,UK benchmark
ERR1440325,17F,17,Testing,UK benchmark
ERR1439048,15A,15,Testing,UK benchmark
ERR1439418,15B,15,Testing,UK benchmark
ERR1440341,6B,6,Testing,UK benchmark
ERR1440405,35F,35,Testing,UK benchmark
ERR1440407,20,20,Testing,UK benchmark
ERR1438869,7F,7,Testing,UK benchmark
ERR1440395,10A,10,Testing,UK benchmark
ERR1439086,15A,15,Testing,UK benchmark
ERR1440290,8,8,Testing,UK benchmark
ERR1440085,9N,9,Testing,UK benchmark
ERR1440225,17F,17,Testing,UK benchmark
ERR1440603,15B/C,15,Testing,UK benchmark
ERR1439202,13,13,Testing,UK benchmark
ERR1439342,15B,15,Testing,UK benchmark
ERR1440309,9V,9,Testing,UK benchmark
ERR1439640,18C,18,Testing,UK benchmark
ERR1440404,35F,35,Testing,UK benchmark
ERR1439655,19A,19,Testing,UK benchmark
ERR1439956,15A,15,Testing,UK benchmark
ERR1439313,19F,19,Testing,UK benchmark
ERR1439982,23A,23,Testing,UK benchmark
ERR1439720,19A,19,Testing,UK benchmark
ERR1440122,3,3,Testing,UK benchmark
ERR1440660,6A,6,Testing,UK benchmark
ERR1439718,6B,6,Testing,UK benchmark
ERR1440315,27,27,Testing,UK benchmark
ERR1440429,10A,10,Testing,UK benchmark
ERR1438823,19A,19,Testing,UK benchmark
ERR1439665,14,14,Testing,UK benchmark
ERR1440672,23B,23,Testing,UK benchmark
ERR1439946,6C,6,Testing,UK benchmark
ERR1439270,15B,15,Testing,UK benchmark
ERR1439798,18C,18,Testing,UK benchmark
ERR1440283,34,34,Testing,UK benchmark
ERR1439122,19A,19,Testing,UK benchmark
ERR1439273,15B,15,Testing,UK benchmark
ERR1439204,19A,19,Testing,UK benchmark
ERR1439795,1,1,Testing,UK benchmark
ERR1438799,36,36,Testing,UK benchmark
ERR1440153,33F,33,Testing,UK benchmark
ERR1439989,24F,24,Testing,UK benchmark
ERR1439160,39,39,Testing,UK benchmark
ERR1439454,6A,6,Testing,UK benchmark
ERR1439279,15B,15,Testing,UK benchmark
ERR1439838,4,4,Testing,UK benchmark
ERR1440205,6B,6,Testing,UK benchmark
ERR1438883,19A,19,Testing,UK benchmark
ERR1438926,19A,19,Testing,UK benchmark
ERR1439716,18C,18,Testing,UK benchmark
ERR1440602,6A,6,Testing,UK benchmark
ERR1440005,15A,15,Testing,UK benchmark
ERR1438830,19A,19,Testing,UK benchmark
ERR1438828,19A,19,Testing,UK benchmark
ERR1439431,15A,15,Testing,UK benchmark
ERR1440023,3,3,Testing,UK benchmark
ERR1439991,16F,16,Testing,UK benchmark
ERR1440532,24F,24,Testing,UK benchmark
ERR1439740,34,34,Testing,UK benchmark
ERR1438908,1,1,Testing,UK benchmark
ERR1439349,19A,19,Testing,UK benchmark
ERR1440139,8,8,Testing,UK benchmark
ERR1439206,19A,19,Testing,UK benchmark
ERR1440375,10A,10,Testing,UK benchmark
ERR1439566,37,37,Testing,UK benchmark
ERR1440639,27,27,Testing,UK benchmark
ERR1439275,10A,10,Testing,UK benchmark
ERR1439827,6A,6,Testing,UK benchmark
ERR1439731,19A,19,Testing,UK benchmark
ERR1440016,8,8,Testing,UK benchmark
ERR1439385,13,13,Testing,UK benchmark
ERR1439834,23B,23,Testing,UK benchmark
ERR1439871,1,1,Testing,UK benchmark
ERR1439854,17F,17,Testing,UK benchmark
ERR1439331,38,38,Testing,UK benchmark
ERR1440028,15A,15,Testing,UK benchmark
ERR1438912,11A,11,Testing,UK benchmark
ERR1440568,9N,9,Testing,UK benchmark
ERR1439272,15A,15,Testing,UK benchmark
ERR1439168,18A,18,Testing,UK benchmark
ERR1438875,22F,22,Testing,UK benchmark
ERR1438975,19A,19,Testing,UK benchmark
ERR1438852,19A,19,Testing,UK benchmark
ERR1440646,18C,18,Testing,UK benchmark
ERR1439315,35B,35,Testing,UK benchmark
ERR1439207,15A,15,Testing,UK benchmark
ERR1439445,15B,15,Testing,UK benchmark
ERR1439912,8,8,Testing,UK benchmark
ERR1439752,1,1,Testing,UK benchmark
ERR1439667,19A,19,Testing,UK benchmark
ERR1440580,1,1,Testing,UK benchmark
ERR1440245,18C,18,Testing,UK benchmark
ERR1439147,15A,15,Testing,UK benchmark
ERR1439357,19A,19,Testing,UK benchmark
ERR1439317,15B,15,Testing,UK benchmark
ERR1440506,35F,35,Testing,UK benchmark
ERR1439560,15A,15,Testing,UK benchmark
ERR1440228,7F,7,Testing,UK benchmark
ERR1439304,15A,15,Testing,UK benchmark
ERR1440176,22F,22,Testing,UK benchmark
ERR1439844,19A,19,Testing,UK benchmark
ERR1440579,33F,33,Testing,UK benchmark
ERR1439553,14,14,Testing,UK benchmark
ERR1439161,19A,19,Testing,UK benchmark
ERR1440450,31,31,Testing,UK benchmark
ERR1439775,19A,19,Testing,UK benchmark
ERR1440546,35B,35,Testing,UK benchmark
ERR1438834,19A,19,Testing,UK benchmark
ERR1440092,15A,15,Testing,UK benchmark
ERR1438884,19A,19,Testing,UK benchmark
ERR1440363,18C,18,Testing,UK benchmark
ERR1439399,15A,15,Testing,UK benchmark
ERR1438930,33F,33,Testing,UK benchmark
ERR1439205,13,13,Testing,UK benchmark
ERR1439684,14,14,Testing,UK benchmark
ERR1439849,17F,17,Testing,UK benchmark
ERR1440158,19A,19,Testing,UK benchmark
ERR1440306,6B,6,Testing,UK benchmark
ERR1438939,7F,7,Testing,UK benchmark
ERR1439269,15A,15,Testing,UK benchmark
ERR1439958,23B,23,Testing,UK benchmark
ERR1438851,9N,9,Testing,UK benchmark
ERR1440496,38,38,Testing,UK benchmark
ERR1439434,19F,19,Testing,UK benchmark
ERR1439983,15B/C,15,Testing,UK benchmark
ERR1439247,23B,23,Testing,UK benchmark
ERR1439627,6A,6,Testing,UK benchmark
ERR1439239,19A,19,Testing,UK benchmark
ERR1439700,37,37,Testing,UK benchmark
ERR1438874,33F,33,Testing,UK benchmark
ERR1440142,8,8,Testing,UK benchmark
ERR1439192,19A,19,Testing,UK benchmark
ERR1439155,15A,15,Testing,UK benchmark
ERR1439374,15B,15,Testing,UK benchmark
ERR1439417,15B,15,Testing,UK benchmark
ERR1438868,6A,6,Testing,UK benchmark
ERR1440665,18C,18,Testing,UK benchmark
ERR1440505,7F,7,Testing,UK benchmark
ERR1439934,3,3,Testing,UK benchmark
ERR1439570,12B,12,Testing,UK benchmark
ERR1439064,19A,19,Testing,UK benchmark
ERR1439017,19F,19,Testing,UK benchmark
ERR1439807,23A,23,Testing,UK benchmark
ERR1439973,23A,23,Testing,UK benchmark
ERR1439678,19A,19,Testing,UK benchmark
ERR1438924,19A,19,Testing,UK benchmark
ERR1440040,3,3,Testing,UK benchmark
ERR1440189,31,31,Testing,UK benchmark
ERR1440058,19F,19,Testing,UK benchmark
ERR1439882,34,34,Testing,UK benchmark
ERR1440595,33,33,Testing,UK benchmark
ERR1439976,19A,19,Testing,UK benchmark
ERR1439485,8,8,Testing,UK benchmark
ERR1438957,19A,19,Testing,UK benchmark
ERR1439433,34,34,Testing,UK benchmark
ERR1438993,22F,22,Testing,UK benchmark
ERR1439278,35B,35,Testing,UK benchmark
ERR1440147,15A,15,Testing,UK benchmark
ERR1439646,19A,19,Testing,UK benchmark
ERR1439705,4,4,Testing,UK benchmark
ERR1440128,22F,22,Testing,UK benchmark
ERR1440667,37,37,Testing,UK benchmark
ERR1438898,7F,7,Testing,UK benchmark
ERR1439494,6C,6,Testing,UK benchmark
ERR1439870,23F,23,Testing,UK benchmark
ERR1440229,1,1,Testing,UK benchmark
ERR1440277,10A,10,Testing,UK benchmark
ERR1439590,6A,6,Testing,UK benchmark
ERR1440034,9V,9,Testing,UK benchmark
ERR1439041,15A,15,Testing,UK benchmark
ERR1438962,19A,19,Testing,UK benchmark
ERR1439753,19A,19,Testing,UK benchmark
ERR1439977,9V,9,Testing,UK benchmark
ERR1438809,38,38,Testing,UK benchmark
ERR1438849,11A,11,Testing,UK benchmark
ERR1440447,19F,19,Testing,UK benchmark
ERR1439223,15A,15,Testing,UK benchmark
ERR1439104,15A,15,Testing,UK benchmark
ERR1439639,24B,24,Testing,UK benchmark
ERR1439505,24F,24,Testing,UK benchmark
ERR1440280,20,20,Testing,UK benchmark
ERR1439511,3,3,Testing,UK benchmark
ERR1439540,35F,35,Testing,UK benchmark
ERR1438943,19A,19,Testing,UK benchmark
ERR1440111,3,3,Testing,UK benchmark
ERR1438805,24F,24,Testing,UK benchmark
ERR1439016,19A,19,Testing,UK benchmark
ERR1440535,4,4,Testing,UK benchmark
