sample_id,Contig_ID,true_serotype,true_serogroup,dataset,benchmark
ERR1422511,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326773,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326773,57,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796741,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796741,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789787,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789787,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26790141,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26790141,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505876,13,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26749631,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749631,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714507,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714507,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673177,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673177,7,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930345,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930345,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214482,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214482,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930436,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930436,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750913,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750913,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453526,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453526,21,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742441,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742441,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730852,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730852,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667859,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667859,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453399,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453399,18,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749595,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066369,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066369,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818363,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818363,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13366132,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13366132,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453556,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453556,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326481,101,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681294,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681294,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997585,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997585,13,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884007,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884007,22,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884250,17,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884250,26,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797278,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797278,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR8481730,15,NON-CBL,NON-CBL,Training,GPS benchmark
ERR8481730,17,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834206,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834206,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910651,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26910651,10,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26673111,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673111,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214510,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214510,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR352030,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR352030,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR984274,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR984274,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR773868,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR773868,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714899,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750874,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750874,19,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834054,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834054,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662398,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662398,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1288989,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1288989,26,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594397,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594397,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751145,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751145,25,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365866,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365866,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913226,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913226,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066309,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066309,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789969,14,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26789969,39,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR438991,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR438991,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR13364378,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364378,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13375082,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13375082,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714151,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714151,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1288818,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1288818,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090255,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090255,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090451,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090451,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884531,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884531,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089821,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089821,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774480,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774480,29,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910747,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910747,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789732,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789732,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714528,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714528,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730947,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730947,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374713,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374713,28,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13366039,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13366039,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR568578,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR568578,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931829,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26931829,5,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26672942,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26672942,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714145,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714145,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878703,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878703,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR909263,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR909263,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR506025,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR506025,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090350,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090350,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374894,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374894,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR316921,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR316921,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884306,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884306,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751156,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751156,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818640,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818640,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR9796492,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR9796492,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540826,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540826,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667936,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913131,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR913131,5,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1214655,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214655,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1333966,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1333966,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662296,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662296,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788265,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910516,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910516,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870291,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870291,39,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2680941,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2680941,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065825,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065825,21,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796946,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796946,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730232,29,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR884672,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884672,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453367,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453367,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192126,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192126,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880057,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880057,12,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833742,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788338,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788338,31,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931224,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26931224,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26789456,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789456,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884098,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26884098,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR714121,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714121,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364797,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364797,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089059,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089059,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065222,14,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065222,20,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879663,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879663,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3270713,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3270713,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4289089,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4289089,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13375043,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13375043,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797616,2,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26797616,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1106810,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106810,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594741,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594741,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594260,5,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26884710,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26884710,23,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR870199,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870199,18,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930640,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930640,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774314,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774314,20,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931879,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931879,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR701809,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR701809,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505970,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505970,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1658251,35,NON-CBL,NON-CBL,Training,GPS benchmark
ERR876540,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR876540,22,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880246,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880246,20,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878224,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878224,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2680875,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2680875,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26672969,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26672969,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714135,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714135,58,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730528,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730528,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774095,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774095,49,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089405,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089405,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374998,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374998,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878395,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878395,24,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326372,26,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326372,32,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26877870,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26877870,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788491,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1788491,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26930811,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930811,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600553,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600553,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714503,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR714503,9,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2681186,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681186,31,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714791,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870074,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870074,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR7567999,3,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR7567999,7,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR913361,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913361,31,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1594517,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1594517,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR449094,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879820,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879820,36,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833705,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742807,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742807,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR568649,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR568649,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797607,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797607,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673226,30,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1192031,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192031,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR845749,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR845749,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214453,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214453,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910974,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910974,27,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066345,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066345,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750888,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750888,7,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594900,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594900,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR352041,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR352041,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR449149,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR449149,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065702,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065702,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR438989,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR438989,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091191,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091191,24,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714602,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714602,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594977,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594977,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR326394,24,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833628,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26833628,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26594847,39,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594847,57,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714382,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714382,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089214,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089214,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673154,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26673154,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2681306,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681306,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365146,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365146,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750885,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750885,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594498,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594498,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774542,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR14654027,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR14654027,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667304,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2667304,24,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26884566,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106674,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106674,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797413,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797413,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742721,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742721,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453731,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453731,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789814,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789814,5,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834382,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR884308,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884308,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065827,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065827,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997644,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997644,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066360,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066360,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089628,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089628,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090593,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090593,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925258,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925258,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796705,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796705,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2853413,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2853413,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818176,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818176,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714608,19,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26714608,27,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1202180,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1202180,9,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26910276,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910276,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788342,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788342,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834186,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26834186,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR316708,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR316708,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365898,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365898,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091190,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065686,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065686,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453365,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505626,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505626,25,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26877900,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2667777,3,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2667777,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26818356,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26818356,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797891,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089163,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089163,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925282,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925282,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540785,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540785,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910730,37,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910730,53,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192033,16,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1192033,18,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2667753,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR869941,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR869941,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878043,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878043,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681193,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681193,2,NON-CBL,NON-CBL,Training,GPS benchmark
