sample_id,true_serotype,true_serogroup,ALLCAPS,ProkBERT,benchmark
ERR3303440,23F,23,23F,23F,GPS benchmark
SRR26817836,3,3,3,3,GPS benchmark
ERR326691,8,8,8,8,GPS benchmark
SRR26931475,12F,12,12F,12F,GPS benchmark
SRR26910872,23B,23,23B,23B,GPS benchmark
ERR1430894,23F,23,23F,23F,GPS benchmark
ERR742866,7F,7,7F,7F,GPS benchmark
SRR26878076,22F,22,22F,22F,GPS benchmark
ERR331453,4,4,4,4,GPS benchmark
ERR3899505,19F,19,19F,19F,GPS benchmark
ERR2853519,19A,19,19A,19A,GPS benchmark
ERR13364746,4,4,4,4,GPS benchmark
ERR913530,38,38,38,38,GPS benchmark
ERR730856,16F,16,16F,16F,GPS benchmark
ERR1065342,6A,6,6A,6A,GPS benchmark
SRR26797452,19F,19,19F,19F,GPS benchmark
ERR1799703,1,1,1,1,GPS benchmark
ERR773986,12F,12,12F,12F,GPS benchmark
SRR26749297,12F,12,12F,33D,GPS benchmark
SRR26714258,9N,9,9N,9N,GPS benchmark
ERR8481756,9N,9,9N,9N,GPS benchmark
SRR26817869,34,34,34,34,GPS benchmark
ERR331117,6C,6,6C,6C,GPS benchmark
ERR3270744,33F,33,33F,33F,GPS benchmark
ERR2089319,19A,19,19A,19A,GPS benchmark
SRR26797538,8,8,8,8,GPS benchmark
SRR26797143,15B,15,15B,15C,GPS benchmark
SRR26931670,8,8,8,8,GPS benchmark
SRR26749966,8,8,8,8,GPS benchmark
SRR26931882,8,8,8,8,GPS benchmark
SRR26931611,19A,19,19A,29,GPS benchmark
SRR26878572,3,3,3,3,GPS benchmark
SRR26930420,9N,9,9N,11C,GPS benchmark
SRR26817811,31,31,31,31,GPS benchmark
ERR1540718,19F,19,19F,19F,GPS benchmark
ERR3303332,6B,6,6B,6B,GPS benchmark
ERR2089476,22F,22,22F,22F,GPS benchmark
ERR1214556,18C,18,18C,18B,GPS benchmark
SRR26911203,23B,23,23B,23B,GPS benchmark
ERR869955,13,13,13,13,GPS benchmark
ERR773994,6B,6,6B,6B,GPS benchmark
SRR26750066,22F,22,22F,22F,GPS benchmark
ERR979982,6A,6,6A,6A,GPS benchmark
ERR1422649,19A,19,19A,19A,GPS benchmark
ERR425378,14,14,14,14,GPS benchmark
ERR750892,6B,6,6B,6B,GPS benchmark
ERR862405,6B,6,6B,6B,GPS benchmark
ERR1453391,6B,6,6B,6E,GPS benchmark
SRR26884285,19A,19,19A,19A,GPS benchmark
ERR1214410,6A,6,6A,6A,GPS benchmark
SRR26749390,8,8,8,8,GPS benchmark
ERR730327,19A,19,19A,19A,GPS benchmark
ERR870160,6B,6,6B,6E,GPS benchmark
SRR26673364,33F,33,33F,33F,GPS benchmark
ERR900703,19F,19,19F,19F,GPS benchmark
ERR568458,6B,6,6B,6B,GPS benchmark
SRR26834207,35B,35,35B,35B,GPS benchmark
SRR26797837,12F,12,12F,12F,GPS benchmark
SRR26797819,17F,17,17F,17F,GPS benchmark
ERR2667698,6B,6,6B,6E,GPS benchmark
SRR26594989,21,21,21,21,GPS benchmark
SRR26714923,6D,6,6C,6C,GPS benchmark
SRR26750076,12F,12,12F,12F,GPS benchmark
ERR13364826,16F,16,16F,4,GPS benchmark
SRR26930491,23B,23,23B,23B,GPS benchmark
SRR26910862,22F,22,22F,22F,GPS benchmark
ERR13374622,14,14,14,14,GPS benchmark
ERR870180,18C,18,18C,18B,GPS benchmark
SRR26789899,20B,20,20B,20B,GPS benchmark
SRR26594655,7B,7,7B,7B,GPS benchmark
ERR2680835,19B,19,19B,19B,GPS benchmark
SRR26910422,8,8,8,8,GPS benchmark
SRR26930874,31,31,31,31,GPS benchmark
SRR26833967,8,8,8,8,GPS benchmark
SRR26797972,23B,23,23B,23B,GPS benchmark
ERR438985,5,5,5,5,GPS benchmark
ERR870131,5,5,5,5,GPS benchmark
ERR2667769,14,14,14,14,GPS benchmark
ERR600245,22F,22,22F,22F,GPS benchmark
SRR26818606,9N,9,9N,9N,GPS benchmark
SRR26910744,19A,19,19A,19A,GPS benchmark
ERR730480,15A,15,15A,15A,GPS benchmark
ERR13374796,23A,23,23A,22F,GPS benchmark
SRR26834032,35B,35,35B,35D,GPS benchmark
ERR913452,6A,6,6A,6A,GPS benchmark
ERR433727,23F,23,23F,23F,GPS benchmark
ERR751025,9V,9,9V,9V,GPS benchmark
ERR7567873,16F,16,16F,16F,GPS benchmark
SRR26931790,8,8,8,8,GPS benchmark
SRR26883842,22F,22,22F,22F,GPS benchmark
SRR26789360,38,38,38,38,GPS benchmark
ERR600411,6A,6,6B,6B,GPS benchmark
SRR26817816,11A,11,11A,11A,GPS benchmark
SRR26673591,16F,16,16F,21,GPS benchmark
ERR1788109,18C,18,18C,18C,GPS benchmark
ERR1540700,23B,23,23B,23B,GPS benchmark
SRR26817760,23B,23,23B,23B,GPS benchmark
ERR577986,6B,6,6B,6E,GPS benchmark
ERR2089772,6B,6,6B,6B,GPS benchmark
ERR2667280,12B,12,12F,12B,GPS benchmark
SRR26797464,35B,35,35B,35B,GPS benchmark
ERR751085,33D,33,33D,33D,GPS benchmark
SRR26789774,8,8,8,8,GPS benchmark
ERR908879,19A,19,19A,19A,GPS benchmark
SRR26749578,6C,6,6C,6D,GPS benchmark
SRR26594569,3,3,3,3,GPS benchmark
ERR326337,22F,22,22F,18A,GPS benchmark
ERR1065680,23B,23,23B,23B,GPS benchmark
SRR26714391,8,8,8,8,GPS benchmark
ERR2089110,3,3,3,3,GPS benchmark
ERR2681262,23F,23,23F,23F,GPS benchmark
ERR980029,18C,18,18C,18C,GPS benchmark
ERR774475,19F,19,19F,10A,GPS benchmark
SRR26930746,8,8,8,8,GPS benchmark
ERR869932,19F,19,19F,10A,GPS benchmark
ERR997474,1,1,1,1,GPS benchmark
SRR26594585,15A,15,15A,15A,GPS benchmark
ERR326596,22F,22,22F,22F,GPS benchmark
ERR2667647,14,14,14,14,GPS benchmark
ERR1202099,5,5,5,5,GPS benchmark
SRR26797136,9N,9,9N,9N,GPS benchmark
ERR1202327,5,5,5,5,GPS benchmark
SRR26797073,12F,12,12F,12F,GPS benchmark
ERR2667713,24F,24,24F,24F,GPS benchmark
SRR26880375,10A,10,10A,10A,GPS benchmark
ERR2612124,6B,6,6B,6A,GPS benchmark
ERR730405,12F,12,12F,12F,GPS benchmark
ERR1066019,16F,16,16F,16F,GPS benchmark
ERR750940,4,4,4,4,GPS benchmark
ERR319335,6B,6,6B,25F,GPS benchmark
ERR980151,8,8,8,8,GPS benchmark
SRR26818498,8,8,8,8,GPS benchmark
ERR13364706,11A,11,11A,11A,GPS benchmark
SRR26833969,16F,16,16F,16F,GPS benchmark
ERR774073,16F,16,16F,16F,GPS benchmark
ERR14653972,35C,35,35C,35C,GPS benchmark
ERR2089190,3,3,3,3,GPS benchmark
ERR997681,19B,19,19B,19B,GPS benchmark
ERR997687,34,34,34,34,GPS benchmark
ERR632986,9V,9,9V,9V,GPS benchmark
ERR774710,35B,35,35B,35B,GPS benchmark
ERR1453720,3,3,3,3,GPS benchmark
ERR774547,17F,17,19A,20A,GPS benchmark
SRR26911003,22F,22,22F,22F,GPS benchmark
ERR909193,19F,19,19F,10A,GPS benchmark
SRR26931673,19A,19,19A,9L,GPS benchmark
ERR338205,4,4,4,4,GPS benchmark
SRR26833621,19A,19,19A,19A,GPS benchmark
SRR26878554,16F,16,16F,16F,GPS benchmark
SRR26594258,12F,12,12F,12F,GPS benchmark
ERR913380,35B,35,35B,35B,GPS benchmark
ERR2091221,5,5,5,5,GPS benchmark
ERR2091100,23F,23,23F,23F,GPS benchmark
SRR26834176,10A,10,10A,10A,GPS benchmark
ERR2667855,12F,12,12F,46,GPS benchmark
SRR26878516,8,8,8,8,GPS benchmark
ERR7567864,17F,17,17F,17F,GPS benchmark
ERR600410,7C,7,7C,7C,GPS benchmark
ERR774219,6A,6,6A,6A,GPS benchmark
ERR997565,16F,16,16F,16F,GPS benchmark
ERR1453510,35B,35,35B,35B,GPS benchmark
ERR326732,4,4,4,4,GPS benchmark
ERR13375089,3,3,3,3,GPS benchmark
ERR326703,19F,19,19F,20A,GPS benchmark
ERR2090087,6A,6,6A,6A,GPS benchmark
SRR26879616,23B,23,23B,23B,GPS benchmark
SRR26911158,22F,22,22F,22F,GPS benchmark
ERR516679,5,5,5,5,GPS benchmark
ERR3217506,14,14,14,14,GPS benchmark
ERR2090939,23F,23,23F,23F,GPS benchmark
SRR26883769,8,8,8,8,GPS benchmark
SRR26930897,9N,9,9N,9N,GPS benchmark
ERR3796934,24F,24,24F,24F,GPS benchmark
SRR26878089,11A,11,11A,11D,GPS benchmark
ERR2089093,11A,11,11A,11A,GPS benchmark
SRR26910928,19A,19,19A,19A,GPS benchmark
SRR26878347,22F,22,22F,22F,GPS benchmark
ERR13374823,15A,15,15A,15A,GPS benchmark
ERR13365346,23A,23,23A,23A,GPS benchmark
SRR26749399,19A,19,19A,19A,GPS benchmark
ERR773972,23F,23,23F,23F,GPS benchmark
ERR2680923,35A,35,35A,35A,GPS benchmark
ERR2089280,34,34,34,34,GPS benchmark
ERR1065814,35A,35,35A,35A,GPS benchmark
SRR26749932,19A,19,19A,19A,GPS benchmark
ERR2681320,15A,15,15A,15A,GPS benchmark
ERR13366201,6E,6,6B,6E,GPS benchmark
SRR26880422,8,8,8,8,GPS benchmark
ERR1066307,31,31,31,31,GPS benchmark
ERR568705,23F,23,23F,23F,GPS benchmark
SRR26910364,17F,17,17F,17F,GPS benchmark
ERR913392,6B,6,6B,6E,GPS benchmark
ERR980260,6B,6,6B,6B,GPS benchmark
SRR26797922,8,8,8,8,GPS benchmark
ERR774146,12F,12,12F,20B,GPS benchmark
ERR13374992,19A,19,19A,19A,GPS benchmark
ERR3796871,24F,24,24F,24F,GPS benchmark
SRR26797734,9N,9,9N,9N,GPS benchmark
ERR1202212,9V,9,9V,9V,GPS benchmark
ERR884346,6C,6,6C,6C,GPS benchmark
ERR449125,6A,6,6B,6E,GPS benchmark
ERR316661,19F,19,19F,19F,GPS benchmark
ERR600105,31,31,31,31,GPS benchmark
ERR2091012,1,1,1,1,GPS benchmark
ERR913119,35B,35,35B,35B,GPS benchmark
SRR26797792,8,8,8,8,GPS benchmark
SRR26833734,12F,12,12F,12F,GPS benchmark
ERR2090234,4,4,4,4,GPS benchmark
ERR979963,6A,6,6A,6A,GPS benchmark
ERR505794,19A,19,19A,19A,GPS benchmark
SRR26818165,7C,7,7C,7C,GPS benchmark
SRR26594602,8,8,8,8,GPS benchmark
ERR1214365,23F,23,23F,23F,GPS benchmark
ERR3899244,6B,6,6B,6E,GPS benchmark
ERR568492,9V,9,9V,9V,GPS benchmark
ERR845747,16F,16,16F,16F,GPS benchmark
ERR1788098,35B,35,35B,35B,GPS benchmark
ERR2853591,19A,19,19A,19A,GPS benchmark
ERR13374878,3,3,3,3,GPS benchmark
SRR26797586,9N,9,9N,9N,GPS benchmark
SRR26714312,12F,12,12F,46,GPS benchmark
ERR1065528,29,29,29,29,GPS benchmark
ERR2090824,12F,12,12F,12F,GPS benchmark
ERR326396,6B,6,6B,23F,GPS benchmark
ERR13364401,14,14,14,14,GPS benchmark
SRR26789305,38,38,38,38,GPS benchmark
ERR714172,9L,9,9N,9L,GPS benchmark
ERR2667903,9V,9,9V,9V,GPS benchmark
SRR26789868,23B,23,23B,23B,GPS benchmark
SRR26749487,22F,22,22F,22F,GPS benchmark
ERR434057,6B,6,6B,6E,GPS benchmark
ERR2090984,14,14,14,14,GPS benchmark
ERR2089200,15A,15,15A,15A,GPS benchmark
ERR884329,17F,17,17F,17F,GPS benchmark
ERR701867,33D,33,33D,33D,GPS benchmark
SRR26879544,10A,10,10A,10A,GPS benchmark
SRR26749522,11A,11,11A,11E,GPS benchmark
ERR2667806,19A,19,19A,19A,GPS benchmark
ERR1191942,10A,10,10A,10A,GPS benchmark
ERR2667272,5,5,5,5,GPS benchmark
ERR909174,35B,35,35B,35B,GPS benchmark
ERR1214692,14,14,14,14,GPS benchmark
ERR600123,22F,22,22F,22F,GPS benchmark
SRR26714655,35B,35,35B,35B,GPS benchmark
ERR13374819,35F,35,35F,35F,GPS benchmark
ERR3270813,8,8,8,8,GPS benchmark
ERR4289077,11A,11,11A,11A,GPS benchmark
ERR913529,19A,19,19A,19A,GPS benchmark
ERR1202631,6A,6,6A,6A,GPS benchmark
SRR26930174,33F,33,33F,33F,GPS benchmark
ERR774622,9V,9,9V,9V,GPS benchmark
SRR26789317,8,8,8,8,GPS benchmark
ERR2667932,19A,19,19A,19A,GPS benchmark
SRR26931431,33F,33,33F,33F,GPS benchmark
ERR3796585,24F,24,24F,24F,GPS benchmark
SRR26834289,23B,23,23B,23B,GPS benchmark
ERR13365521,8,8,8,8,GPS benchmark
SRR26714379,12F,12,12F,12F,GPS benchmark
ERR1788500,14,14,14,14,GPS benchmark
SRR26594541,8,8,8,8,GPS benchmark
ERR2680567,6B,6,6B,6E,GPS benchmark
ERR908967,19F,19,19F,19F,GPS benchmark
SRR26749650,7F,7,7F,7F,GPS benchmark
ERR2681376,34,34,34,34,GPS benchmark
SRR26797429,8,8,8,8,GPS benchmark
SRR26884405,20B,20,20B,20B,GPS benchmark
ERR862422,16F,16,16F,16F,GPS benchmark
ERR730546,19A,19,19A,19A,GPS benchmark
ERR1288838,9L,9,9N,9L,GPS benchmark
ERR909220,13,13,13,13,GPS benchmark
ERR913314,7F,7,7F,7F,GPS benchmark
SRR26911050,8,8,8,8,GPS benchmark
ERR1191884,19A,19,19A,19A,GPS benchmark
ERR774159,8,8,8,8,GPS benchmark
ERR1453614,3,3,3,3,GPS benchmark
SRR26594744,35F,35,35F,35F,GPS benchmark
SRR26884550,12F,12,12F,12F,GPS benchmark
ERR568549,6A,6,6A,6A,GPS benchmark
ERR3669263,17F,17,17F,17F,GPS benchmark
ERR1288883,7C,7,7C,7C,GPS benchmark
ERR2681063,34,34,34,34,GPS benchmark
ERR2853492,19A,19,19A,19A,GPS benchmark
SRR26673399,23B,23,23B,23B,GPS benchmark
ERR730525,6A,6,6A,6A,GPS benchmark
ERR505774,19A,19,19A,19A,GPS benchmark
SRR26818206,9N,9,9N,9N,GPS benchmark
SRR26883791,3,3,3,3,GPS benchmark
ERR13365732,38,38,38,38,GPS benchmark
ERR884470,23A,23,23A,23A,GPS benchmark
ERR925207,19F,19,19F,19F,GPS benchmark
SRR26834430,33F,33,33F,33F,GPS benchmark
SRR26884111,8,8,8,8,GPS benchmark
SRR26797859,9N,9,9N,9N,GPS benchmark
ERR501574,23F,23,23F,23F,GPS benchmark
ERR913255,6A,6,6A,6A,GPS benchmark
ERR2667206,9N,9,9N,9N,GPS benchmark
ERR586382,19A,19,19A,19A,GPS benchmark
ERR774216,18C,18,18C,18B,GPS benchmark
ERR1202316,1,1,1,1,GPS benchmark
ERR13397680,20A,20,20B,20B,GPS benchmark
ERR774265,1,1,1,1,GPS benchmark
SRR26930741,6C,6,6C,45,GPS benchmark
SRR26930789,6C,6,6C,6C,GPS benchmark
ERR7567888,8,8,8,8,GPS benchmark
SRR26818662,8,8,8,8,GPS benchmark
ERR913172,35B,35,35B,35D,GPS benchmark
SRR26750037,9N,9,9N,9N,GPS benchmark
ERR1788117,6C,6,6C,5,GPS benchmark
ERR869872,35F,35,35F,35F,GPS benchmark
SRR26930267,14,14,14,14,GPS benchmark
ERR2680659,19A,19,19A,19A,GPS benchmark
ERR774325,12F,12,12F,12F,GPS benchmark
ERR751030,6B,6,6B,6B,GPS benchmark
SRR26910252,19A,19,19A,19A,GPS benchmark
ERR13365313,9N,9,9N,9N,GPS benchmark
ERR884332,4,4,4,4,GPS benchmark
SRR26884338,8,8,8,8,GPS benchmark
ERR3655418,14,14,14,14,GPS benchmark
ERR632871,38,38,38,25A,GPS benchmark
ERR913202,14,14,14,14,GPS benchmark
ERR742648,3,3,3,3,GPS benchmark
ERR646560,33D,33,33D,33D,GPS benchmark
ERR568685,4,4,4,4,GPS benchmark
ERR730704,19A,19,19A,19A,GPS benchmark
ERR1430935,34,34,34,34,GPS benchmark
SRR26884664,35B,35,35B,35D,GPS benchmark
ERR2089668,19A,19,19A,19A,GPS benchmark
SRR26594377,6C,6,6C,6D,GPS benchmark
ERR13374839,23B,23,23B,23B,GPS benchmark
SRR26594638,12F,12,12F,12F,GPS benchmark
ERR2091248,19A,19,19A,19A,GPS benchmark
SRR26714744,38,38,38,38,GPS benchmark
SRR26834137,23A,23,23A,23A,GPS benchmark
SRR26714835,3,3,3,3,GPS benchmark
SRR26797028,8,8,8,8,GPS benchmark
ERR13366040,8,8,8,8,GPS benchmark
ERR501632,6A,6,6A,6A,GPS benchmark
ERR1658084,7B,7,7B,7B,GPS benchmark
SRR26879668,33F,33,33F,33F,GPS benchmark
ERR1065254,6B,6,6B,6E,GPS benchmark
ERR13365224,14,14,14,14,GPS benchmark
ERR433549,4,4,4,4,GPS benchmark
SRR26672912,8,8,8,8,GPS benchmark
ERR909124,19A,19,19A,19A,GPS benchmark
SRR26877794,31,31,31,31,GPS benchmark
SRR26883826,8,8,8,8,GPS benchmark
ERR2681085,6B,6,6B,6E,GPS benchmark
ERR742622,19A,19,19A,19A,GPS benchmark
ERR13364588,4,4,4,4,GPS benchmark
SRR26834431,10A,10,10A,10A,GPS benchmark
ERR1065671,19F,19,19F,19F,GPS benchmark
ERR316583,6B,6,6B,6B,GPS benchmark
SRR26714497,8,8,8,8,GPS benchmark
ERR2667721,2,2,2,2,GPS benchmark
ERR730150,23F,23,23F,23F,GPS benchmark
ERR750991,4,4,4,4,GPS benchmark
ERR331462,9V,9,9V,9V,GPS benchmark
ERR1202630,3,3,3,3,GPS benchmark
SRR26834197,16F,16,16F,4,GPS benchmark
SRR26594788,15A,15,15A,15A,GPS benchmark
SRR26594331,8,8,8,8,GPS benchmark
ERR714425,4,4,4,4,GPS benchmark
SRR26930790,15A,15,15A,15A,GPS benchmark
ERR2091102,19F,19,19F,19F,GPS benchmark
SRR26834407,15A,15,15A,15A,GPS benchmark
ERR869887,6B,6,6B,6E,GPS benchmark
ERR1788025,12F,12,12F,12F,GPS benchmark
SRR26714576,19F,19,19F,19F,GPS benchmark
ERR2090988,1,1,1,1,GPS benchmark
ERR1066202,23F,23,23F,23F,GPS benchmark
ERR742594,3,3,3,3,GPS benchmark
ERR3796928,24F,24,24F,24F,GPS benchmark
ERR742421,14,14,14,14,GPS benchmark
ERR730921,14,14,14,14,GPS benchmark
ERR742564,3,3,3,3,GPS benchmark
SRR26817995,8,8,8,8,GPS benchmark
SRR26911012,3,3,3,3,GPS benchmark
ERR1288905,23F,23,23F,23F,GPS benchmark
SRR26749215,8,8,8,8,GPS benchmark
SRR26749660,23B,23,23B,23B,GPS benchmark
SRR26884335,17F,17,17F,17F,GPS benchmark
ERR490799,9V,9,9V,9V,GPS benchmark
ERR714456,22F,22,22F,22F,GPS benchmark
ERR730251,19A,19,19A,19A,GPS benchmark
ERR925370,34,34,34,34,GPS benchmark
ERR1453711,6C,6,6C,6C,GPS benchmark
ERR13374800,17F,17,17F,17F,GPS benchmark
SRR26884520,8,8,8,8,GPS benchmark
SRR26789914,22F,22,22F,22F,GPS benchmark
ERR980182,38,38,38,25A,GPS benchmark
ERR13365323,4,4,4,4,GPS benchmark
SRR26672801,3,3,3,3,GPS benchmark
ERR331469,27,27,27,27,GPS benchmark
ERR326696,1,1,1,1,GPS benchmark
SRR26878353,9N,9,9N,9N,GPS benchmark
ERR1788183,6B,6,6B,6E,GPS benchmark
SRR26910524,8,8,8,8,GPS benchmark
ERR1658188,19F,19,19F,19F,GPS benchmark
SRR26879965,23A,23,23A,23A,GPS benchmark
ERR568720,19A,19,19A,19A,GPS benchmark
SRR26673583,8,8,8,8,GPS benchmark
ERR2667735,1,1,1,1,GPS benchmark
ERR1214537,3,3,3,3,GPS benchmark
ERR1756438,35A,35,35A,35A,GPS benchmark
ERR925083,6A,6,6A,6A,GPS benchmark
SRR26878074,8,8,8,8,GPS benchmark
SRR26834437,3,3,3,3,GPS benchmark
ERR750805,6A,6,6A,6A,GPS benchmark
SRR26749166,22F,22,22F,22F,GPS benchmark
ERR1453537,23F,23,23F,23F,GPS benchmark
ERR862449,6B,6,6B,6B,GPS benchmark
ERR2853540,19A,19,19A,19A,GPS benchmark
ERR869920,17F,17,17F,17F,GPS benchmark
ERR600170,15A,15,15A,15A,GPS benchmark
ERR600438,14,14,14,14,GPS benchmark
ERR9796520,19A,19,19A,19A,GPS benchmark
ERR2668124,6C,6,6C,6C,GPS benchmark
ERR2667911,7F,7,7F,7F,GPS benchmark
ERR331116,6B,6,6B,3,GPS benchmark
SRR26884009,17F,17,17F,17F,GPS benchmark
SRR26910483,8,8,8,8,GPS benchmark
ERR340839,3,3,3,3,GPS benchmark
SRR26673199,11A,11,11A,11C,GPS benchmark
ERR1066191,35A,35,35A,35A,GPS benchmark
SRR26749546,19F,19,19F,19F,GPS benchmark
ERR1453408,6B,6,6B,6E,GPS benchmark
ERR714125,4,4,4,4,GPS benchmark
SRR26931083,9N,9,9N,9N,GPS benchmark
ERR3831149,24F,24,24F,24F,GPS benchmark
ERR913443,34,34,34,34,GPS benchmark
ERR2089359,7C,7,7C,7C,GPS benchmark
SRR26789429,23A,23,23A,23A,GPS benchmark
ERR2089758,18C,18,18C,18C,GPS benchmark
ERR13365819,8,8,8,8,GPS benchmark
ERR1106788,11A,11,11A,11A,GPS benchmark
SRR26789680,8,8,8,8,GPS benchmark
ERR13364868,18C,18,18C,18C,GPS benchmark
SRR26673502,11A,11,11A,11C,GPS benchmark
SRR26910704,12F,12,12F,12F,GPS benchmark
ERR13365673,20A,20,20B,20B,GPS benchmark
ERR925369,19F,19,19F,10A,GPS benchmark
ERR714534,23F,23,23F,23F,GPS benchmark
SRR26749380,23B,23,23B,23B,GPS benchmark
ERR730475,19F,19,19F,19F,GPS benchmark
ERR662429,22F,22,22F,22F,GPS benchmark
SRR26834474,15A,15,15A,15A,GPS benchmark
SRR26789945,8,8,8,8,GPS benchmark
ERR505713,19F,19,19F,19A,GPS benchmark
ERR13374938,8,8,8,8,GPS benchmark
SRR26834051,9N,9,9N,9N,GPS benchmark
ERR742528,18C,18,18C,18C,GPS benchmark
ERR13365109,38,38,38,38,GPS benchmark
SRR26883965,13,13,13,13,GPS benchmark
ERR2612050,9V,9,9V,9V,GPS benchmark
ERR2089174,13,13,13,13,GPS benchmark
ERR1202522,18C,18,18C,18C,GPS benchmark
ERR331115,6C,6,6C,6C,GPS benchmark
SRR26878214,9N,9,9N,9N,GPS benchmark
SRR26880133,37,37,37,37,GPS benchmark
ERR1788242,14,14,14,14,GPS benchmark
ERR2089573,23F,23,23F,23F,GPS benchmark
SRR26749229,22F,22,22F,22F,GPS benchmark
ERR505901,23F,23,23F,23F,GPS benchmark
ERR2089155,1,1,1,1,GPS benchmark
SRR26910906,10A,10,10A,10A,GPS benchmark
SRR26911200,23A,23,23A,23A,GPS benchmark
ERR1422588,19F,19,19F,6E,GPS benchmark
SRR26749441,8,8,8,8,GPS benchmark
ERR773949,1,1,1,1,GPS benchmark
ERR1788217,19F,19,19F,19F,GPS benchmark
ERR1658110,23B,23,23B,23B,GPS benchmark
SRR26797167,8,8,8,8,GPS benchmark
SRR26878462,3,3,3,3,GPS benchmark
SRR26818331,9N,9,9N,9N,GPS benchmark
ERR433643,19F,19,19F,19F,GPS benchmark
SRR26930614,15B,15,15B,15B,GPS benchmark
ERR2818759,19A,19,19A,19A,GPS benchmark
ERR909051,35B,35,35B,35B,GPS benchmark
ERR633059,4,4,4,4,GPS benchmark
ERR730495,5,5,5,5,GPS benchmark
SRR26673452,12F,12,12F,12F,GPS benchmark
ERR714704,14,14,14,14,GPS benchmark
ERR1453343,21,21,21,21,GPS benchmark
ERR1788531,5,5,5,5,GPS benchmark
ERR2681151,6A,6,6A,6A,GPS benchmark
SRR26673638,20B,20,20B,20B,GPS benchmark
ERR2090205,6A,6,6A,6A,GPS benchmark
ERR1214651,6C,6,6C,6C,GPS benchmark
ERR1192003,6A,6,6B,6E,GPS benchmark
SRR26789820,21,21,21,21,GPS benchmark
SRR26673138,38,38,38,38,GPS benchmark
ERR714623,18C,18,18C,18C,GPS benchmark
ERR13365725,23A,23,23A,23A,GPS benchmark
ERR340880,23F,23,23F,23F,GPS benchmark
ERR984273,19F,19,19F,19F,GPS benchmark
ERR3303405,19B,19,19B,19B,GPS benchmark
ERR1788474,6B,6,6B,6E,GPS benchmark
ERR2089871,6A,6,6A,6A,GPS benchmark
ERR1214444,22F,22,22F,22F,GPS benchmark
ERR876547,6A,6,6B,6A,GPS benchmark
ERR4289080,6A,6,6A,6A,GPS benchmark
ERR997626,6A,6,6A,6A,GPS benchmark
ERR742389,19A,19,19A,19A,GPS benchmark
ERR862338,6B,6,6B,6B,GPS benchmark
ERR2680709,6A,6,6A,6A,GPS benchmark
ERR1453808,45,45,45,45,GPS benchmark
ERR913250,14,14,14,14,GPS benchmark
SRR26930319,22F,22,22F,22F,GPS benchmark
SRR26789634,7F,7,7F,7F,GPS benchmark
ERR909215,9N,9,9N,9N,GPS benchmark
ERR714380,3,3,3,3,GPS benchmark
ERR505935,6A,6,6A,6A,GPS benchmark
ERR3796013,14,14,14,14,GPS benchmark
SRR26883825,3,3,3,3,GPS benchmark
ERR980186,3,3,3,3,GPS benchmark
ERR2089813,18C,18,18C,18C,GPS benchmark
SRR26878101,37,37,37,37,GPS benchmark
SRR26879814,22F,22,22F,22F,GPS benchmark
SRR26595033,8,8,8,8,GPS benchmark
ERR1638456,20,20,20B,20B,GPS benchmark
ERR2090633,6B,6,6B,6E,GPS benchmark
ERR980219,1,1,1,1,GPS benchmark
SRR26817784,12F,12,12F,12F,GPS benchmark
SRR26878474,8,8,8,8,GPS benchmark
SRR26818408,12F,12,12F,12F,GPS benchmark
ERR2352167,23A,23,23A,23A,GPS benchmark
ERR2090791,19A,19,19A,19A,GPS benchmark
SRR26797297,8,8,8,8,GPS benchmark
ERR13365570,3,3,3,3,GPS benchmark
ERR908935,34,34,34,34,GPS benchmark
SRR26749620,7C,7,7C,7C,GPS benchmark
ERR13364505,11A,11,11A,11A,GPS benchmark
ERR884512,14,14,14,14,GPS benchmark
SRR26797846,19A,19,19A,19A,GPS benchmark
ERR13364971,4,4,4,4,GPS benchmark
ERR3164269,14,14,14,14,GPS benchmark
ERR1214607,33B,33,33B,33B,GPS benchmark
ERR773867,22F,22,22F,22F,GPS benchmark
ERR1214423,14,14,14,14,GPS benchmark
SRR26673710,22F,22,22F,22F,GPS benchmark
ERR8481723,8,8,8,8,GPS benchmark
ERR338232,19A,19,19A,19A,GPS benchmark
ERR1202578,19A,19,19A,19A,GPS benchmark
ERR632926,6A,6,6A,6A,GPS benchmark
SRR26789376,15A,15,15A,15A,GPS benchmark
SRR26594808,3,3,3,3,GPS benchmark
ERR2853424,19A,19,19A,19A,GPS benchmark
ERR2091152,7F,7,7F,7F,GPS benchmark
ERR1453404,13,13,13,13,GPS benchmark
ERR913384,23B,23,23B,23B,GPS benchmark
ERR1065895,19A,19,19A,19A,GPS benchmark
ERR750758,35A,35,35A,35A,GPS benchmark
SRR26594799,8,8,8,8,GPS benchmark
ERR600606,14,14,14,14,GPS benchmark
ERR568613,14,14,14,14,GPS benchmark
ERR2680999,19A,19,19A,19A,GPS benchmark
SRR26714415,8,8,8,8,GPS benchmark
ERR1788317,14,14,14,14,GPS benchmark
SRR26879644,8,8,8,8,GPS benchmark
SRR26884191,8,8,8,8,GPS benchmark
ERR13374753,9N,9,9N,9N,GPS benchmark
SRR26883998,35F,35,35F,35F,GPS benchmark
SRR26910857,12F,12,12F,12F,GPS benchmark
ERR714490,14,14,14,14,GPS benchmark
ERR913211,1,1,1,1,GPS benchmark
